title,product_type,size,size_factor,pathway,tailored,natural_dye,dye_type,gsm,metres_per_unit,fabric_kg_per_unit,E_transport,E_electricity,E_water,E_tailoring,E_total_kg_co2e,avoided_kg_co2e
Recomposed Tang Jacket (Huchang-Red),Blouse,F,1.0,A,Yes,Yes,Huchang-Red,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Loomline Utility Jacket in Huchang-Red,Shirt,F,1.0,A,Yes,Yes,Huchang-Red,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Loomline Utility Jacket in Ebony Gray,Shirt,F,1.0,A,Yes,Yes,Ebony,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Batwing Cropped Blouse in Buak Blue Patchwork,Tank Top,F,1.0,A,Yes,Yes,Buak/Indigo,100,0.6,0.057,0.2840,0.047,0.00024,0.0479,0.3791,0
Batwing Cropped Blouse in Buak Blue Patchwork,Tank Top,L+2,1.15,A,Yes,Yes,Buak/Indigo,100,0.69,0.0655,0.3264,0.054,0.00027,0.055,0.4357,0
Batwing Cropped Blouse in Lac Pink Patchwork,Tank Top,F,1.0,A,Yes,Yes,Lac,100,0.6,0.057,0.2840,0.047,0.00024,0.0479,0.3791,0
Batwing Cropped Blouse in Lac Pink Patchwork,Tank Top,L+2,1.15,A,Yes,Yes,Lac,100,0.69,0.0655,0.3264,0.054,0.00027,0.055,0.4357,0
Kimono Shortsleeved Blouse in Applique,Top,F,1.0,A,Yes,No,Undyed,130,1.0,0.1235,0.6154,0.1019,0,0.1037,0.8210,0
Kimono Shortsleeved Blouse in Lac Pink/Ebony Gray,Top,F,1.0,A,Yes,Yes,Ebony,130,1.0,0.1235,0.6154,0.1019,0.00051,0.1037,0.8215,0
Kimono Shortsleeved Blouse in Closed-Loop Buak Blue,Top,F,1.0,B,Yes,Yes,Buak/Indigo,100,1.0,0.095,0.4734,0.0784,0.00039,0.0798,0.6320,0.1035
Kimono Shortsleeved Blouse in Buak Blue/Natural Brown,Top,F,1.0,A,Yes,No,Natural,130,1.0,0.1235,0.6154,0.1019,0,0.1037,0.8210,0
Kimono Shortsleeved Blouse in Lac Pink Patchwork,Top,F,1.0,A,Yes,Yes,Lac,130,1.0,0.1235,0.6154,0.1019,0.00051,0.1037,0.8215,0
Kimono Shortsleeved Blouse in Buak Blue Patchwork,Top,F,1.0,A,Yes,Yes,Buak/Indigo,130,1.0,0.1235,0.6154,0.1019,0.00051,0.1037,0.8215,0
Aunty Plian's Light Scarf Blue/Yellow,Scarf,F,1.0,A,No,Yes,Enmon,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Turtle Shell Scarf White/Blue,Scarf,F,1.0,A,No,Yes,Indigo/Buak,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Turtle Shell Scarf Blue/Brown,Scarf,F,1.0,A,No,Yes,Indigo/Buak,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Turtle Shell Scarf Brown/Blue,Scarf,F,1.0,A,No,Yes,Indigo/Buak,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Turtle Shell Scarf Brown/White,Scarf,F,1.0,A,No,No,Undyed,100,0.9,0.0855,0.4260,0.0705,0,0,0.4965,0
Aunty Plian's Light Scarf Blue/Orange,Scarf,F,1.0,A,No,Yes,Mixed dye,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Light Scarf Taupe/Yellow,Scarf,F,1.0,A,No,Yes,Enmon,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Light Scarf Yellow/White,Scarf,F,1.0,A,No,No,Undyed,100,0.9,0.0855,0.4260,0.0705,0,0,0.4965,0
Aunty Plian's Turtle Shell Scarf Blue/Brown II,Scarf,F,1.0,A,No,Yes,Indigo/Buak,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Light Scarf Blue/Yellow/Indigo,Scarf,F,1.0,A,No,Yes,Enmon,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Light Scarf Yellow/Taupe,Scarf,F,1.0,A,No,Yes,Mixed dye,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Light Scarf Indigo/Taupe,Scarf,F,1.0,A,No,Yes,Indigo,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Aunty Plian's Light Scarf Blue/Yellow/Taupe,Scarf,F,1.0,A,No,Yes,Enmon,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Men's Mandarin Collar Long Sleeve Shirt in Natural Brown,Shirt,S,0.88,A,Yes,No,Natural,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Men's Mandarin Collar Long Sleeve Shirt in Natural Brown,Shirt,M,1.0,A,Yes,No,Natural,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Men's Mandarin Collar Long Sleeve Shirt in Natural Brown,Shirt,L,1.1,A,Yes,No,Natural,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Men's Mandarin Collar Long Sleeve Shirt in Natural Brown,Shirt,XL,1.2,A,Yes,No,Natural,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural Brown,Shirt,S,0.88,A,Yes,No,Natural,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural Brown,Shirt,M,1.0,A,Yes,No,Natural,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural Brown,Shirt,L,1.1,A,Yes,No,Natural,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural Brown,Shirt,XL,1.2,A,Yes,No,Natural,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Men's Mandarin Collar Short Sleeve Shirt NNB in Dark Ebony,Shirt,S,0.88,A,Yes,Yes,Ebony,160,1.144,0.1739,0.8665,0.1435,0.00072,0.1461,1.1568,0
Men's Mandarin Collar Short Sleeve Shirt NNB in Dark Ebony,Shirt,M,1.0,A,Yes,Yes,Ebony,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Men's Mandarin Collar Short Sleeve Shirt NNB in Dark Ebony,Shirt,L,1.1,A,Yes,Yes,Ebony,160,1.43,0.2174,1.0833,0.1793,0.0009,0.1826,1.4461,0
Men's Mandarin Collar Short Sleeve Shirt NNB in Dark Ebony,Shirt,XL,1.2,A,Yes,Yes,Ebony,160,1.56,0.2371,1.1815,0.1956,0.00098,0.1992,1.5773,0
Men's Relaxed-fit Blazer in  Natural White Indigo,jackets,S,0.88,A,Yes,No,Undyed,225,1.848,0.395,1.9683,0.3258,0,0.3318,2.6259,0
Men's Relaxed-fit Blazer in  Natural White Indigo,jackets,M,1.0,A,Yes,No,Undyed,225,2.1,0.4489,2.2369,0.3703,0,0.3771,2.9843,0
Men's Relaxed-fit Blazer in  Natural White Indigo,jackets,L,1.1,A,Yes,No,Undyed,225,2.31,0.4938,2.4606,0.4073,0,0.4148,3.2827,0
Men's Relaxed-fit Blazer in  Natural White Indigo,jackets,XL,1.2,A,Yes,No,Undyed,225,2.52,0.5387,2.6843,0.4444,0,0.4525,3.5812,0
Iconic Cuban Collar Jacket (Genderless) in Dark Brown Buak,Shirt,S,0.88,A,Yes,Yes,Buak/Indigo,160,1.144,0.1739,0.8665,0.1435,0.00072,0.1461,1.1568,0
Iconic Cuban Collar Jacket (Genderless) in Dark Brown Buak,Shirt,M,1.0,A,Yes,Yes,Buak/Indigo,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Iconic Cuban Collar Jacket (Genderless) in Dark Brown Buak,Shirt,L,1.1,A,Yes,Yes,Buak/Indigo,160,1.43,0.2174,1.0833,0.1793,0.0009,0.1826,1.4461,0
Iconic Cuban Collar Jacket (Genderless) in Dark Brown Buak,Shirt,XL,1.2,A,Yes,Yes,Buak/Indigo,160,1.56,0.2371,1.1815,0.1956,0.00098,0.1992,1.5773,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural White,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural White,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural White,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Men's Mandarin Collar Short Sleeve Shirt NNB in  Natural White,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Men's Mandarin Collar Long Sleeve Shirt in Natural White,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Men's Mandarin Collar Long Sleeve Shirt in Natural White,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Men's Mandarin Collar Long Sleeve Shirt in Natural White,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Men's Mandarin Collar Long Sleeve Shirt in Natural White,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Roundneck Shortsleeve Shirt,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Roundneck Shortsleeve Shirt,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Roundneck Shortsleeve Shirt,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Roundneck Shortsleeve Shirt,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Roundneck Longsleeve Shirt,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Roundneck Longsleeve Shirt,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Roundneck Longsleeve Shirt,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Tuck Shorts (Genderless) in Ebony,Trousers,S,0.88,A,Yes,Yes,Ebony,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Tuck Shorts (Genderless) in Ebony,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Tuck Shorts (Genderless) in Ebony,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Tuck Shorts (Genderless) in Ebony,Trousers,XL,1.2,A,Yes,Yes,Ebony,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Tuck Shorts (Genderless) in Ebony Buak,Trousers,S,0.88,A,Yes,Yes,Ebony,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Tuck Shorts (Genderless) in Ebony Buak,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Tuck Shorts (Genderless) in Ebony Buak,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Tuck Shorts (Genderless) in Ebony Buak,Trousers,XL,1.2,A,Yes,Yes,Ebony,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Men's Relaxed-fit Blazer in Ebony/Buak Blue,jackets,S,0.88,A,Yes,Yes,Ebony,225,1.848,0.395,1.9683,0.3258,0.00163,0.3318,2.6275,0
Men's Relaxed-fit Blazer in Ebony/Buak Blue,jackets,M,1.0,A,Yes,Yes,Ebony,225,2.1,0.4489,2.2369,0.3703,0.00185,0.3771,2.9861,0
Men's Relaxed-fit Blazer in Ebony/Buak Blue,jackets,L,1.1,A,Yes,Yes,Ebony,225,2.31,0.4938,2.4606,0.4073,0.00204,0.4148,3.2847,0
Men's Relaxed-fit Blazer in Ebony/Buak Blue,jackets,XL,1.2,A,Yes,Yes,Ebony,225,2.52,0.5387,2.6843,0.4444,0.00222,0.4525,3.5834,0
Men's Relaxed-fit Blazer in Ebony,jackets,S,0.88,A,Yes,Yes,Ebony,225,1.848,0.395,1.9683,0.3258,0.00163,0.3318,2.6275,0
Men's Relaxed-fit Blazer in Ebony,jackets,M,1.0,A,Yes,Yes,Ebony,225,2.1,0.4489,2.2369,0.3703,0.00185,0.3771,2.9861,0
Men's Relaxed-fit Blazer in Ebony,jackets,L,1.1,A,Yes,Yes,Ebony,225,2.31,0.4938,2.4606,0.4073,0.00204,0.4148,3.2847,0
Men's Relaxed-fit Blazer in Ebony,jackets,XL,1.2,A,Yes,Yes,Ebony,225,2.52,0.5387,2.6843,0.4444,0.00222,0.4525,3.5834,0
Khunloei's Shawls - Jae Yor in Ebony,Scarf,F,1.0,A,No,Yes,Ebony,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Khunloei's Shawls - Jae Yor in Lac Pink,Scarf,F,1.0,A,No,Yes,Lac,100,0.9,0.0855,0.4260,0.0705,0.00035,0,0.4969,0
Dolman Shirt (Pre-order),Blouse,M,1.0,A,Yes,Yes,Huchang-Red,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
R-Muay Button Blouse (Copy),Blouse,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
R-Muay Button Blouse (Copy),Blouse,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
R-Muay Button Blouse (Copy),Blouse,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Batwing Cropped Blouse Ebony,Tank Top,F,1.0,A,Yes,Yes,Ebony,100,0.6,0.057,0.2840,0.047,0.00024,0.0479,0.3791,0
Batwing Cropped Blouse Ebony,Tank Top,L+2,1.15,A,Yes,Yes,Ebony,100,0.69,0.0655,0.3264,0.054,0.00027,0.055,0.4357,0
Three-quarter Drawstring Pants in Ebony/Buak,Pants,M,1.0,A,Yes,Yes,Ebony,160,2.0,0.304,1.5148,0.2508,0.00125,0.2554,2.0223,0
Three-quarter Drawstring Pants in Ebony/Buak,Pants,L,1.1,A,Yes,Yes,Ebony,160,2.2,0.3344,1.6663,0.2758,0.00138,0.2809,2.2244,0
Three-quarter Drawstring Pants in Enmon,Pants,M,1.0,A,Yes,Yes,Enmon,160,2.0,0.304,1.5148,0.2508,0.00125,0.2554,2.0223,0
Three-quarter Drawstring Pants in Enmon,Pants,L,1.1,A,Yes,Yes,Enmon,160,2.2,0.3344,1.6663,0.2758,0.00138,0.2809,2.2244,0
Tuck Trousers (Women's) in Ebony Brown,Trousers,S,0.88,A,Yes,Yes,Ebony,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Tuck Trousers (Women's) in Ebony Brown,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Tuck Trousers (Women's) in Ebony Brown,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Tuck Trousers (Women's) in Ebony Brown,Trousers,XL,1.2,A,Yes,Yes,Ebony,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Tuck Trousers (Women's) in Natural Brown,Trousers,S,0.88,A,Yes,No,Natural,160,2.464,0.3745,1.8661,0.3089,0,0.3146,2.4896,0
Tuck Trousers (Women's) in Natural Brown,Trousers,M,1.0,A,Yes,No,Natural,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Tuck Trousers (Women's) in Natural Brown,Trousers,L,1.1,A,Yes,No,Natural,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
Tuck Trousers (Women's) in Natural Brown,Trousers,XL,1.2,A,Yes,No,Natural,160,3.36,0.5107,2.5448,0.4213,0,0.429,3.3951,0
Side Pleat Pegged Trousers in Ebony Brown,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Side Pleat Pegged Trousers in Ebony Brown,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Side Pleat Pegged Trousers in Natural Brown,Trousers,M,1.0,A,Yes,No,Natural,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Side Pleat Pegged Trousers in Natural Brown,Trousers,L,1.1,A,Yes,No,Natural,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
Semi-wide String Jogger Pants in Ebony,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Semi-wide String Jogger Pants in Ebony,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Cropped Loose Trousers in Natural Brown,Trousers,M,1.0,A,Yes,No,Natural,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Cropped Loose Trousers in Natural Brown,Trousers,L,1.1,A,Yes,No,Natural,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
The New Blazer in 102 Natural Brown,jackets,S,0.88,A,Yes,No,Natural,225,1.848,0.395,1.9683,0.3258,0,0.3318,2.6259,0
The New Blazer in 102 Natural Brown,jackets,M,1.0,A,Yes,No,Natural,225,2.1,0.4489,2.2369,0.3703,0,0.3771,2.9843,0
The New Blazer in 102 Natural Brown,jackets,L,1.1,A,Yes,No,Natural,225,2.31,0.4938,2.4606,0.4073,0,0.4148,3.2827,0
The New Blazer in 102 Natural Brown,jackets,XL,1.2,A,Yes,No,Natural,225,2.52,0.5387,2.6843,0.4444,0,0.4525,3.5812,0
Genderless Yukata in Natural Brown,Shirt,S,0.88,A,Yes,No,Natural,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Genderless Yukata in Natural Brown,Shirt,M,1.0,A,Yes,No,Natural,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Genderless Yukata in Natural Brown,Shirt,L,1.1,A,Yes,No,Natural,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Cardigan in Ebony Brown,Blouse,F,1.0,A,Yes,Yes,Ebony,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Cropped Top in Natural Brown,Top,M,1.0,A,Yes,No,Natural,130,1.0,0.1235,0.6154,0.1019,0,0.1037,0.8210,0
Cropped Top in Natural Brown,Top,L,1.1,A,Yes,No,Natural,130,1.1,0.1358,0.6767,0.112,0,0.1141,0.9028,0
Cropped Top in Natural Brown,Top,XL,1.2,A,Yes,No,Natural,130,1.2,0.1482,0.7385,0.1223,0,0.1245,0.9853,0
Loomline Cropped Tank Top in Natural Brown,Tank Top,S,0.88,A,Yes,No,Natural,100,0.528,0.0502,0.2501,0.0414,0,0.0422,0.3337,0
Loomline Cropped Tank Top in Natural Brown,Tank Top,M,1.0,A,Yes,No,Natural,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Loomline Cropped Tank Top in Natural Brown,Tank Top,L,1.1,A,Yes,No,Natural,100,0.66,0.0627,0.3124,0.0517,0,0.0527,0.4168,0
Loomline Cropped Tank Top in Natural Brown,Tank Top,XL,1.2,A,Yes,No,Natural,100,0.72,0.0684,0.3408,0.0564,0,0.0575,0.4547,0
Loomline Cropped Tank Top in Natural Brown,Tank Top,XXL,1.3,A,Yes,No,Natural,100,0.78,0.0741,0.3692,0.0611,0,0.0622,0.4925,0
Barrel-leg Trousers in White Indigo,Trousers,S,0.88,A,Yes,Yes,Indigo,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Barrel-leg Trousers in White Indigo,Trousers,M,1.0,A,Yes,Yes,Indigo,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Barrel-leg Trousers in White Indigo,Trousers,L,1.1,A,Yes,Yes,Indigo,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Barrel-leg Trousers in White Indigo,Trousers,XL,1.2,A,Yes,Yes,Indigo,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Cropped Tank Tops in Natural Brown,Tank Top,M,1.0,A,Yes,No,Natural,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Cropped Tank Tops in Natural Brown,Tank Top,L,1.1,A,Yes,No,Natural,100,0.66,0.0627,0.3124,0.0517,0,0.0527,0.4168,0
Cropped Tank Tops in Natural Brown,Tank Top,XL,1.2,A,Yes,No,Natural,100,0.72,0.0684,0.3408,0.0564,0,0.0575,0.4547,0
Tie-up Cap Sleeve Blouse in Natural White,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Tie-up Cap Sleeve Blouse in Natural White,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Tie-up Cap Sleeve Blouse in Natural White,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Tie-up Cap Sleeve Blouse in Natural White,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Loomline Barrel-leg Trousers in Natural Brown,Trousers,S,0.88,A,Yes,No,Natural,160,2.464,0.3745,1.8661,0.3089,0,0.3146,2.4896,0
Loomline Barrel-leg Trousers in Natural Brown,Trousers,M,1.0,A,Yes,No,Natural,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Loomline Barrel-leg Trousers in Natural Brown,Trousers,L,1.1,A,Yes,No,Natural,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
Loomline Barrel-leg Trousers in Natural Brown,Trousers,XL,1.2,A,Yes,No,Natural,160,3.36,0.5107,2.5448,0.4213,0,0.429,3.3951,0
Loomline Batwing Cropped Blouse in Natural White,Top,F,1.0,A,Yes,No,Undyed,130,1.0,0.1235,0.6154,0.1019,0,0.1037,0.8210,0
Loomline Barrel-leg Trousers in Natural White,Trousers,S,0.88,A,Yes,No,Undyed,160,2.464,0.3745,1.8661,0.3089,0,0.3146,2.4896,0
Loomline Barrel-leg Trousers in Natural White,Trousers,M,1.0,A,Yes,No,Undyed,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Loomline Barrel-leg Trousers in Natural White,Trousers,L,1.1,A,Yes,No,Undyed,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
Loomline Barrel-leg Trousers in Natural White,Trousers,XL,1.2,A,Yes,No,Undyed,160,3.36,0.5107,2.5448,0.4213,0,0.429,3.3951,0
Looped Polo Shirt in Deep Indigo,Shirt,M,1.0,A,Yes,Yes,Indigo,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Looped Polo Shirt in Deep Indigo,Shirt,L,1.1,A,Yes,Yes,Indigo,160,1.43,0.2174,1.0833,0.1793,0.0009,0.1826,1.4461,0
Looped Polo Shirt in Deep Indigo,Shirt,XL,1.2,A,Yes,Yes,Indigo,160,1.56,0.2371,1.1815,0.1956,0.00098,0.1992,1.5773,0
R-Muay Button Blouse B/W,Blouse,M,1.0,A,Yes,Yes,Ebony/White,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
R-Muay Button Blouse B/W,Blouse,L,1.1,A,Yes,Yes,Ebony/White,160,1.43,0.2174,1.0833,0.1793,0.0009,0.1826,1.4461,0
R-Muay Button Blouse B/W,Blouse,XL,1.2,A,Yes,Yes,Ebony/White,160,1.56,0.2371,1.1815,0.1956,0.00098,0.1992,1.5773,0
Closed-loop Longsleeve Light Blouse in Natural Brown,Shirt,S,0.88,B,Yes,No,Natural,130,1.144,0.1413,0.7041,0.1166,0,0.1187,0.9394,0.1539
Closed-loop Longsleeve Light Blouse in Natural Brown,Shirt,M,1.0,B,Yes,No,Natural,130,1.3,0.1605,0.7998,0.1324,0,0.1348,1.0670,0.1748
Closed-loop Longsleeve Light Blouse in Natural Brown,Shirt,L,1.1,B,Yes,No,Natural,130,1.43,0.1766,0.8800,0.1457,0,0.1483,1.1740,0.1923
Closed-loop Longsleeve Light Blouse in Natural Brown,Shirt,XL,1.2,B,Yes,No,Natural,130,1.56,0.1927,0.9602,0.159,0,0.1619,1.2811,0.2099
Tuck Trousers (Genderless) in Deep Indigo,Trousers,S,0.88,A,Yes,Yes,Indigo,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Tuck Trousers (Genderless) in Deep Indigo,Trousers,M,1.0,A,Yes,Yes,Indigo,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Tuck Trousers (Genderless) in Deep Indigo,Trousers,L,1.1,A,Yes,Yes,Indigo,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Tuck Trousers (Genderless) in Deep Indigo,Trousers,XL,1.2,A,Yes,Yes,Indigo,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Shortsleeve Loose Blouse,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Shortsleeve Loose Blouse,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Shortsleeve Loose Blouse,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Shortsleeve Loose Blouse,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Cropped Tank Tops in  Natural White,Tank Top,M,1.0,A,Yes,No,Undyed,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Cropped Tank Tops in  Natural White,Tank Top,L,1.1,A,Yes,No,Undyed,100,0.66,0.0627,0.3124,0.0517,0,0.0527,0.4168,0
Cropped Tank Tops in  Natural White,Tank Top,XL,1.2,A,Yes,No,Undyed,100,0.72,0.0684,0.3408,0.0564,0,0.0575,0.4547,0
Toy Comfort Blouse Salmon,Blouse,F,1.0,A,Yes,Yes,Lac/Huchang,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Men’s Relaxed-fit Mandarin Collar Longsleeve Shirt,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Men’s Relaxed-fit Mandarin Collar Longsleeve Shirt,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Men’s Relaxed-fit Mandarin Collar Longsleeve Shirt,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
